1000071169 1000071168 811868391 304101376 374743324 459680613 987830025 137831785 651631072 633687253 431731971 781867034 897787356 381958333
1000112129 1000112128 145885147 907560915 606432252 832929133 610172598 904395398 186300415 472345290 620082423 686736795 978968425 713825147
1000210433 1000210432 806371750 86124693 321012946 674872461 964642934 257425121 626459045 998832288 6074296 972736708 281627920 618928374
1000308737 1000308736 713317807 643514397 113667428 847568668 230067187 127714144 4371170 996853095 577980797 464766176 755435302 217308725
1000431617 1000431616 716612782 835910643 455612575 620107787 374264712 125975502 89212047 834731200 371839993 702592423 765854283 304610575
1000480769 1000480768 776175927 545884701 261798053 37136565 303038615 602012508 952828322 942740110 379617690 579786010 784541852 430416240
1000513537 1000513536 235832932 366538744 18578173 565556354 241802899 471418631 950397196 407413251 1000079328 595615170 313135883 360924066
1000611841 1000611840 142619155 548491241 313383275 819997411 746935837 375217926 259364674 828590420 630303518 568550027 972051490 697948471
1000660993 1000660992 106653663 344044132 956720271 342124034 326240876 686000027 160328692 681088239 595419094 258710124 375501741 439525300
1000775681 1000775680 322584875 584399753 460864004 521021784 942687271 873596250 926367237 910380245 414879202 230283283 732629451 760617707
1000800257 1000800256 31648237 4722485 928129651 973339748 991846489 751646325 162311093 390552679 725881184 848679894 329233346 528709324
1000882177 1000882176 987284973 347411873 170534050 719284076 681321025 390436524 590628793 973013838 369312898 137591884 680684682 977675688
1001029633 1001029632 296085394 452027497 996071127 803955267 460356980 60275413 956782760 352485201 712920924 834881682 582002793 747945216
1001070593 1001070592 891257614 458662388 711379317 773876654 880682759 409959355 761533957 105909915 560490868 508109618 242834759 264900732
1001226241 1001226240 319185491 737520529 369965630 69568586 269465807 167523176 358527902 907884955 161921809 406794162 155111703 540941185
1001275393 1001275392 590263905 989279364 888828087 776618694 464297224 623467965 899706955 269247133 627908998 297359901 595367518 334214537
1001291777 1001291776 676204949 404226421 134062322 617401861 865657446 806946062 32166919 675051596 737950480 985389013 361657680 28546334
1001463809 1001463808 497964877 825727502 341658520 784921555 321929123 529071603 249455460 21068544 594895819 911146443 488549938 808000626
1001684993 1001684992 360216535 418112437 974039610 238025206 530192789 283216247 99379289 511780716 852089071 280161407 870752779 257074179
1001906177 1001906176 560884673 897179915 391924154 991457702 789031281 832794390 343837692 141027310 306806860 384599218 742797645 917485069
1002004481 1002004480 961816075 374903376 469309226 975226787 827997909 687385390 548345094 772294250 943775428 262746351 410225012 953187644
1002037249 1002037248 14240692 873942535 880702522 833216314 69717730 476460647 93810439 378450333 461388234 795804148 956739215 76436953
1002373121 1002373120 129699356 418609880 153661389 842169393 784546425 899985130 313044049 279979875 953591341 692995929 392251295 470613164
1002381313 1002381312 931685434 458723002 804878497 978339817 203360728 541343492 957437969 265816090 955579421 227033645 267987669 40432904
1002479617 1002479616 51824833 543879255 496741312 235709534 930779414 11754793 847529775 440074962 429444544 998779233 769909221 93009603
1002520577 1002520576 45837710 307144144 124927572 424580352 921173966 542489486 78482146 650030763 563536583 174623227 770397045 897180526
1002692609 1002692608 566762746 536216378 312779207 400721387 41683466 118649647 92949950 765904234 808647450 915286846 42209573 892177569
1002725377 1002725376 897140979 201821242 481343755 405813201 628476152 716570364 224310172 970311912 625962644 181049435 633133202 470349405
1002766337 1002766336 94297420 329794089 74207432 449290997 578773803 411224721 840176237 55045068 795803322 871319790 666536094 806194124
1002864641 1002864640 248244620 809857312 474778797 604045359 177231959 942106842 709702591 330870996 545892597 184770125 270819341 154721082
1002938369 1002938368 704768713 899614964 45183477 361114523 113478151 688910973 465139132 230156660 976056718 541359159 53467881 533396475
1003036673 1003036672 244162023 135950503 479498132 758532252 33755169 571904721 721288346 470577696 525404400 655697259 816716906 368087623
1003110401 1003110400 1000734796 742219929 275492146 749571913 320546172 978603221 959831656 412319696 680755229 480710890 513804417 179823316
1003184129 1003184128 715355104 233273607 96995300 757077503 811046155 899185031 514337167 737098468 427143684 469239418 270141696 34485880
1003388929 1003388928 669848985 770377733 175782283 148070263 765912186 962423056 448174795 820434517 2088308 69848144 71407600 835646222
1003634689 1003634688 980049258 391446571 23565154 797704736 888414752 46079056 453376521 965805317 370288327 863782012 551856007 54551653
1003651073 1003651072 216502261 53962002 966845818 416836040 796593950 313465237 746949685 203558611 418479373 117940916 485743800 188215447
1003757569 1003757568 326454726 276826259 651063491 104704798 957878422 928944897 371341544 500644050 199892143 129328994 988541971 125623991
1003896833 1003896832 445688952 401740536 975402707 1001496414 759206108 154205591 1001513216 465736155 417546394 340875021 820133914 818166146
1003995137 1003995136 44611258 437260013 663269551 911602020 848181782 781303288 64914659 27623210 150723865 482500981 502910924 857701607
1004126209 1004126208 375854245 29319410 608116858 884672270 722864688 739614931 73869979 206221829 344475204 284025766 305518387 1000714442
1004298241 1004298240 130017730 820358497 854771732 618666390 335217306 809379731 244209492 557035806 911617540 917977467 152006209 704560109
1004339201 1004339200 779000184 245607900 302043801 638150107 597297256 162233631 176481784 539934004 933398981 227259326 793025612 621167143
1004388353 1004388352 623244354 741742904 715271777 964844789 284220105 80751369 486169940 461513005 126678904 332663002 148810031 472350032
1004486657 1004486656 379616237 305050623 704915794 758374188 942809027 591110257 815413677 936040127 956046805 303642258 732288160 676244580
1004535809 1004535808 483363861 395918948 772299228 19623790 89059135 497483506 193738656 427609898 102455337 120096775 540136390 188925338
1004544001 1004544000 587348035 698933061 232602508 469782184 406162128 234247026 580534670 489775637 853785265 553519617 997903004 874826595
1004568577 1004568576 95020390 595352813 868458597 785408759 335918078 620905358 647525818 357776645 202138325 172590720 573477169 383727195
1004593153 1004593152 12046264 555794726 180042481 83493474 257778785 495937376 493541574 9186404 925869920 559440036 613041701 479893724
1004740609 1004740608 232895981 770152112 358518027 408256131 993074670 135484356 46146185 968057800 77439682 882590740 896571387 776715944
1004789761 1004789760 332478371 409850572 504417168 903894692 327643639 71108074 553485099 444026251 418531429 847218761 558297223 317621807
1005060097 1005060096 690733049 946482223 921803788 170958685 576544182 525032928 603195189 825952103 769137772 427976283 743316997 97960638
1005101057 1005101056 136766856 218309546 307086107 201191441 609049590 314091424 403692830 286536214 250068679 73318461 863311756 48440734
1005305857 1005305856 456986884 896880420 213369995 663643438 685733433 30636061 187754987 481796344 796870169 894754944 111273225 700968215
1005428737 1005428736 993308872 528900159 905867621 443545174 455162124 418457847 724658164 105317569 467050511 469502435 478657351 468576915
1005445121 1005445120 621716570 320998524 507588995 247225924 201866273 295322137 576576399 94135242 571018814 714190748 564942678 714843217
1005518849 1005518848 854627582 548018013 665321794 775520840 413702747 287712235 498189409 489412509 518080504 159088737 550652342 23296879
1005649921 1005649920 185830280 413953677 472749330 387645224 380457489 25348958 873907126 878252659 421747191 307484035 985668649 618098931
1005740033 1005740032 707246686 501975526 78437246 290131175 422573040 702626075 338672276 537241179 687801551 340656534 385234171 789662016
1005969409 1005969408 403384728 492182656 734411558 90260879 815241558 770739651 311756397 480028832 454450657 985132516 788312104 556289842
1006059521 1006059520 876043738 494342432 290293468 871835906 400984399 73796826 195582065 928825623 346265103 604146361 219733540 954122035
1006108673 1006108672 11301526 195408689 665695059 736866076 88720882 370037540 269118476 230865184 678856455 113217081 104033694 933856603
1006141441 1006141440 487089790 704011764 631124799 75845684 333641419 95040249 145110047 785681836 957612988 629135202 52546095 531551405
1006166017 1006166016 577622235 92536036 203303144 50064562 597973753 996259198 819988378 502465280 977401197 870213299 962247742 273521966
1006215169 1006215168 532591286 967676051 742511628 582891696 700895507 864639187 630772854 902163092 437797433 612056896 109768549 891692627
1006338049 1006338048 681904735 781563285 569912100 69787299 344803189 3106032 324510319 667076824 335695363 946960190 620820788 268835862
1006452737 1006452736 135584539 479226068 190548895 235366533 885187184 511202118 902847747 227724739 502499489 236258180 269780433 861455935
1006460929 1006460928 863212832 363216322 730996951 245976308 917475924 533471738 34760439 149891942 628121576 657905489 939925322 188217000
1006477313 1006477312 917680233 49142393 682669153 158656522 78715685 659183390 231112216 870186167 544760892 582421590 94876667 337591259
1006551041 1006551040 68242449 351679235 250042296 869774941 1001941578 511870761 167353230 833067381 801551639 676194679 634911487 748390553
1006600193 1006600192 294912506 956652326 546274818 323232480 447802595 51591082 549291943 82990599 600019147 12786600 41196074 329758395
1006821377 1006821376 423350426 991224468 863814846 77469461 793071867 662700044 823940652 823095955 437436418 745781865 600583508 686687196
1007116289 1007116288 413981548 763710621 635285462 35988905 137724363 64255070 456536832 366562602 648527979 210917805 101095753 683566887
1007337473 1007337472 111573136 368779337 700553505 216808003 548895419 299984142 123807811 890094970 349861228 658228343 802806831 362882811
1007460353 1007460352 52564144 341192507 851309199 322880590 96351127 65733972 368026023 896336037 53601410 100839381 974324305 575126783
1007583233 1007583232 515609159 405881631 687572702 855007265 950791181 319399957 506825174 142030781 98685174 53545158 121643955 406969667
1007640577 1007640576 901811731 182635427 476111793 847719222 497221244 100790167 17394263 267231585 647206706 614946115 236248046 504493655
1007681537 1007681536 31744 47886116 5174170 594346616 775338483 135849905 798516897 227067803 771083457 278319436 287898828 416152620
1007853569 1007853568 510396827 804072898 107229172 47319244 584504043 426827895 584325315 794846728 109367965 889371151 839488255 12288819
1007861761 1007861760 375563681 654546739 596135057 998799763 669618888 802768791 291593685 382130837 149422828 869290258 482634538 811398462
1007951873 1007951872 398395382 401969448 394704607 262070025 696558927 765660969 278982200 946252579 244958468 612620224 490108926 500613736
1008107521 1008107520 372873397 221114847 970765699 455648368 1950978 398140457 401590135 741764980 185563722 829330932 870360392 291067054
1008148481 1008148480 963500590 45272654 720030538 963708312 487771887 512051676 310724427 647364140 318525165 872523957 813366659 651027020
1008222209 1008222208 780912534 693862952 789921215 713871871 185212075 151894680 499418161 503085496 969615414 379948157 604443935 440880042
1008271361 1008271360 81786327 481159914 958573391 677841853 264100189 606591396 282629882 314086709 84445723 697961137 979119865 878335569
1008549889 1008549888 121032464 990837763 10382915 240481494 921629566 421732247 684067871 549792668 423427729 174654506 181239877 958580316
1008771073 1008771072 500919166 592910078 358926224 200429907 909448333 805779600 636165263 847246019 535460365 3065298 16184321 683911780
1008795649 1008795648 585295101 129040161 889287394 522432158 178225749 706176514 743480099 216418477 294864724 675918312 895517977 781502028
1008893953 1008893952 338839583 75527971 796697721 609601540 386476937 59915943 425693795 752183530 452351823 447780053 606943394 593675164
1009139713 1009139712 23250398 688259679 161857000 829486133 792786443 503277732 407587245 613486244 29170777 853370365 702111380 663558436
1009213441 1009213440 807683697 108400575 44697204 887359592 985097159 523916601 612025705 160056808 593232939 359088848 937438431 378469287
1009410049 1009410048 850154313 103861028 492999061 861952186 572430529 442776687 554700995 280392027 904307021 578625544 816534992 87067017
1009606657 1009606656 18944870 424189534 580215733 277687270 58844654 978965776 559087002 943713346 455443684 41720459 894229223 728603284
1009696769 1009696768 435851939 740219840 852696007 510988207 586584302 1008660372 211834417 512727163 486846137 645118789 623085046 877304475
1009745921 1009745920 587693414 920611109 378859108 941684109 522998672 127370982 179971591 482207475 6339503 583879659 207952239 245640078
1009754113 1009754112 280056341 829765080 12505437 186776389 543324287 440276040 256068673 846398000 832275158 260990660 218455721 188519972
1009770497 1009770496 130937372 495949196 411565820 446349283 81885636 112370335 562804028 580322570 307440749 917844432 833993107 700076920
1009975297 1009975296 590963957 354418586 1009344199 945329234 996639842 528409033 1005177486 99811764 187024048 402078600 975287157 273201030
1009991681 1009991680 524019602 466167519 382403123 571551992 806379476 926585196 302736087 971617846 753099500 477473904 442070616 517487852
1010073601 1010073600 449666779 88756043 146520072 660279631 199788473 114123996 33221877 46736690 523947569 297643567 634203757 296633077
1010147329 1010147328 238805440 426977781 483122831 484363343 141193399 438115450 767976513 565709024 159305901 838372129 500930880 954388436
1010221057 1010221056 640594870 914642901 582726897 478537689 332011331 608734369 307905918 189560797 758989646 952958367 959477835 539750693
1010286593 1010286592 638269409 378497152 56384240 77675753 983732425 348443797 131502935 962621025 881941302 83724120 921475541 698334279
1010409473 1010409472 255035484 16532272 23056642 324674316 130285362 311106929 762197738 441717143 269008177 97329289 109929637 245033449
1010491393 1010491392 749070234 975771565 543836205 866767861 641924409 679788572 397986979 253549000 420831261 222244830 672117894 482415893
1010565121 1010565120 757891073 249772156 821095601 713998239 869528318 822922843 247234602 832294576 58982212 458567357 915217287 699977575
1010679809 1010679808 744220611 694999281 941699274 749575483 644278988 838958610 549487884 279022928 373698005 502632336 733873390 29827106
1010753537 1010753536 710181962 125685267 290940335 791424117 476093391 348978102 206527277 179200376 262143026 198036622 1005011279 915158826
1010761729 1010761728 773355994 194108225 1005577916 334842577 419527484 109536490 701389907 600679471 700124543 127966588 6337783 309173732
1010925569 1010925568 648537127 190818428 151533425 428924557 991652569 901543355 718413744 910029802 307187672 403108253 956606055 44453568
1010974721 1010974720 562833685 522138320 99267148 32356900 74646484 787511237 41098417 579293868 376380355 43112288 752060836 320064436
1011023873 1011023872 704915149 264387892 194335571 56158299 633112505 122606481 367441606 42110616 988713488 555992197 964106889 797209174
1011097601 1011097600 326491881 353370846 481480481 305918890 203828639 779683764 477511109 853941244 503713379 4175044 62830131 321778208
1011376129 1011376128 91239415 5191556 223443362 351237078 881804321 260467744 839687744 22991702 11103774 327806204 434014540 591126735
1011392513 1011392512 388514094 158422854 102800298 817264966 865992192 868360053 519967669 470031789 311923217 673143216 222976646 51714675
1011466241 1011466240 273245831 663360647 862025789 60341564 164069284 830875539 168851070 926688580 767450518 618390709 840949986 711343446
1011490817 1011490816 623698218 746616919 310778320 39014408 226961430 300431841 983016316 125163182 128758106 849670189 313805760 754092231
1011695617 1011695616 184513421 596987522 817499692 334193056 927528066 365910311 893431167 831677462 394435969 578027303 229732227 765064328
1011884033 1011884032 36304384 955938198 666120222 261263928 992000565 899838669 227034835 683208864 531815965 492020648 987014974 439797321
1012006913 1012006912 947329052 308840896 97043119 894180002 250803907 587059206 503314792 125852366 847091629 134004566 764150068 12560470
