1000112129 1000112128 854226982 92551214 480130436 818351695 426482518 745372541 165383819 430703343 992394994 47936341 799097425 511103915 142181105 647122825
1000210433 1000210432 193838683 227060586 321012946 677715145 351420412 882528041 724733677 658128389 745889950 974375660 105144919 951999600 507037593 702528304
1000308737 1000308736 713317807 449657032 787763712 679817173 352884020 391436341 784850776 671593479 647736087 127126416 929877144 256358860 17712 701890311
1000800257 1000800256 31648237 996077772 570952474 856810839 698487369 224958719 926892404 821263769 729144755 889402404 527447105 93671794 857058945 496480970
1001029633 1001029632 704944239 492935923 370499626 680602252 940334458 351975342 938728494 370679315 462905368 298046776 43825187 475410368 279643746 18269782
1001226241 1001226240 682040750 598374883 631260611 113778619 21091061 950995918 10626729 99174302 628610783 491425458 883679830 793775115 38397973 1485495
1001291777 1001291776 325086828 277337707 446120974 227903554 501283257 276826276 231092518 965785684 726044684 433671371 326384263 830901219 633572608 538159289
1001684993 1001684992 360216535 311420571 407906084 763659787 674862269 439903516 335004728 613136107 749700002 483574632 161623950 134681754 531202045 925728468
1002373121 1002373120 129699356 993803773 442371512 502168235 549976281 90157069 588796040 656159356 913834817 167314795 788668371 557890323 577898541 528078919
1002766337 1002766336 94297420 519450400 158734702 449290997 423992534 492301465 812747954 622266104 600050411 585103463 457321267 26790012 94372310 833154632
1002864641 1002864640 754620021 809857312 673536060 631561551 522084205 370192797 419936711 755963903 244914782 862038878 742654531 841678928 689956008 704570034
1003388929 1003388928 333539944 770377733 676022532 1651308 814656487 445508793 701549321 26273792 720955730 588561742 451975637 49495057 637234312 40119430
1003651073 1003651072 787148812 509192687 474719946 106350215 924636495 829278092 25715454 746461841 367770765 309805635 534280025 148119986 917387089 36502053
1004339201 1004339200 225339017 944449228 350728734 608405529 498806784 969497603 928292759 348856764 254691736 524958781 540609687 548480760 917606156 281427953
1004535809 1004535808 521171948 181280972 313440714 67253981 357355693 940069672 663530121 774884693 766651879 968615976 575328968 788249205 941561688 169298056
1004568577 1004568576 909548187 447922502 868458597 890757969 358702358 39734840 238694832 832759436 121742925 886523477 478256845 531684148 690213543 544620834
1005060097 1005060096 314327048 58577874 747695900 386050176 428515915 368514965 356406125 539391651 819235329 480488464 318409197 755879121 155163216 310381860
1005518849 1005518848 150891267 206458298 665321794 229998009 550710929 576746704 171657890 242015196 656396836 72734532 270376895 1004837339 586661373 844164551
1005649921 1005649920 185830280 590682452 45089017 524351984 467259665 752180756 398353027 418978298 950667515 842246077 456030911 683540610 809644133 430603557
1006108673 1006108672 11301526 799363703 634617365 508105068 531870324 848596592 593474464 729708083 122307594 915234497 950217678 293213574 674964956 270582665
1006141441 1006141440 519051651 302129677 809980113 246361768 889620460 826768087 230758039 800501780 539579201 720953876 246685125 471756969 799692067 732730566
1006338049 1006338048 681904735 224774764 475607556 69787299 363841880 541693809 481771983 464895382 487512032 697283873 493982763 311544938 739812882 171112062
1006600193 1006600192 711687687 49947867 460325375 834003728 474663117 504638378 759605201 607187742 755836374 737965306 73286807 150735583 285517319 585159283
1007583233 1007583232 491974074 405881631 593439222 141733677 588455649 257262399 79483263 1001786229 195911728 58800054 871723802 800417319 137154195 899710461
1007681537 1007681536 31744 513108508 153143086 331352912 103084623 696883491 870150308 286970872 364756407 327605087 850156329 989909099 656257724 512440447
1008107521 1008107520 372873397 371555047 808777754 808234841 102535343 580944808 487527816 386090307 468508898 472329475 142259604 631633214 577723904 436513768
1008271361 1008271360 81786327 188330403 672073641 817743826 874777870 430345224 284653246 513581854 709583549 319446897 194027426 622608308 650282654 223025703
1008795649 1008795648 585295101 879755488 889000230 678808327 118655734 322515381 104954160 708874456 456752200 614979307 174248965 663838524 812045563 611998270
1008893953 1008893952 338839583 125749687 268818174 399292413 366673659 17456055 609305144 268142702 608062211 761640274 517960234 973570565 57346183 29703614
1009745921 1009745920 422052507 777022949 99302435 845515464 152722308 470618757 477194291 232593388 811973559 494466568 1004306951 441284318 377056850 1004748387
1009975297 1009975296 590963957 593389701 701587917 590164578 49803375 203628787 438534147 902206078 894962733 113974016 583131264 941709447 912210804 273755306
1010073601 1010073600 560406822 715060488 719786362 664638417 199788473 8262169 908535468 939910424 310965957 386747281 322496395 457161024 401986057 475958473
1010565121 1010565120 757891073 249772156 588325677 308623951 141036803 982212933 775029338 218968794 740513341 928660276 17771347 831249795 672069956 671467512
1010761729 1010761728 773355994 816653504 1005577916 501966895 789989726 559676422 884200725 577103153 77732580 151111789 135589823 262710939 298820478 516999454
1010925569 1010925568 648537127 820107141 350949577 903120313 650061525 762685074 656748044 442134824 674733300 507056032 325304466 194330830 250402364 884251536
1011023873 1011023872 704915149 361631538 970098863 802370678 995853293 419632122 680233353 410604153 995166502 28292142 367431262 1001192210 199698083 637737925
1012006913 1012006912 64677861 703166017 388019544 721853781 932293028 274156576 734813200 609303683 31689220 924190615 737424371 905663666 133539383 199795808
1012039681 1012039680 377635476 374448159 791751742 821559668 991530210 481097651 957238952 819387102 984983240 649291356 823138274 964814175 529565708 360470307
1012334593 1012334592 453277900 299522581 150973431 953430299 142588103 13807178 347304697 521960771 913048865 751011263 504879293 95654004 15119366 714167348
1012596737 1012596736 497736643 935561873 709513586 315071136 13551890 893794434 425670842 973949731 812526202 94175764 572765976 516460978 358598222 813253242
1012924417 1012924416 875462105 965478455 882318133 216156044 444955311 253389450 747831042 284482050 182544685 950651073 42558963 950804069 432981110 142337163
1012989953 1012989952 387918739 423320012 537637512 524208795 598121760 776118451 386937341 842490399 268023666 164946452 680946932 436586651 896053048 549214954
1014071297 1014071296 565214115 413623976 403785080 392179025 862340225 407294895 752657863 316399892 21172919 1012446076 9585135 30300202 228855253 927776268
1014366209 1014366208 800044153 264735388 663022793 581251500 131630007 439032729 316201104 409070503 361753682 605260229 494612532 307355322 935149624 593955820
1014464513 1014464512 455412386 699987508 793106549 682605654 676204521 646464533 785040601 932016144 544429753 697678770 918410292 123396405 425988564 99654830
1014661121 1014661120 241754958 141224719 890729621 854493068 497995624 274983948 572344854 448326776 916775866 473262853 780745537 787867644 867516165 702516144
1014857729 1014857728 99874343 639404760 59784925 969297520 378691073 163341536 206308931 530010954 577335758 109108445 54981471 294929448 730825624 175224299
1014988801 1014988800 848726780 357085386 237350293 472308564 118802380 791570714 876244581 125291680 705242239 543182381 505418210 154939782 51037262 131988029
1015283713 1015283712 891933812 90037685 841928391 208393883 407584970 33710178 486420638 48445757 500163740 336335666 976727727 27318140 143109998 603801001
1015840769 1015840768 924790745 513651736 52751178 858504164 858216072 307423491 934538401 392063731 454823006 166817239 635880039 519766066 151200963 96797938
